2   O=C(N1[C@@H](CCC1)C(=O)NNC(=O)N)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)Cc1ccc(O)cc1)COC(C)(C)C)CC(C)C)CCCN=C(N)N	[NO NAME]
736   C1[C@@H]2N(CCC1)C(=O)C(=O)[C@@]1(O[C@@H](CC[C@H]1C)C[C@H](OC)/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC2=O)[C@H](C[C@@H]1CC[C@H]([C@@H](C1)OC)O)C)C)/C)O)OC)C)C)/C)O	ChEBI

737   C(NC(=N)NC(=N)Nc1ccc(cc1)Cl)CCCCCNC(=N)NC(=N)Nc1ccc(cc1)Cl	[NO NAME]

739   Clc1c(S(=O)(=O)N)cc2S(=O)(=O)N=CNc2c1	880

741   c1cccc(c1)C(=C(Cl)c1ccccc1)c1ccc(cc1)OCCN(CC)CC	

743   P(=O)(O)(O)C(P(=O)(O)O)(O)Cc1cccnc1	884

746   ClCCN(CCCl)C	888

752   C(=O)([C@@H](CCCCNC(=O)C(NC(=O)Cc1ccccc1)[C@H]1SC([C@@H](N1)C(=O)O)(C)C)N)O.C(=O)([C@@H](CCCCN)N)O	

754   Clc1cc2c(n3c(nnc3C)CN=C2c2c(Cl)cccc2)cc1	897

759   Clc1c(C(=O)C(=C)CC)ccc(OCC(=O)O)c1Cl	903

781   ClCCN(C(COc1ccccc1)C)Cc1ccccc1	925

790   Oc1c(C(=O)O)cccc1	Salicylic acid

793   Clc1c(Nc2c(cccc2)C(=O)O)c(Cl)ccc1C	939

812   C1CCC21C(=O)O[Pt]OC2=O.N.N	

817   Brc1ccc(C(=O)c2c(N)c(CC(=O)O)ccc2)cc1	963

818   Clc1c(NC2=NCCN2)c(Cl)cc(N)c1	964

820   Clc1cc2c(C(=C3CCNCC3)c3ncccc3CC2)cc1	967

824   S=[Se]=S	

825   Clc1ccc(Cc2nn(C3CCCN(CC3)C)c(=O)c3c2cccc3)cc1	972

838   c12c(n(c(=O)n(c1=O)C)C)nc([n-]2)Cl.C(c1ccccc1)(c1ccccc1)OCC[NH+](C)C	

848   [C@H]1([C@H]([C@@H](O[C@@H]([C@H]1OC(=O)C)COC(=O)C)S[Au]=P(CC)(CC)CC)OC(=O)C)OC(=O)C	

852   Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NCNc2c1	999

860   Clc1c(C(OCc2ccsc2Cl)Cn2ccnc2)ccc(Cl)c1	1007

866   [C@]12([C@H]([C@H]3[C@]([C@H](C1)O)([C@@]1(C(=CC(=O)C=C1)CC3)C)F)C[C@@H]([C@@]2(C(=O)CCl)OC(=O)CC)C)C	

869   Clc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)c(OC)cc1	1016

871   c1(CC(=O)NC(=N)N)c(cccc1Cl)Cl	

874   ClC(Cl)C1NS(=O)(=O)c2c(N1)cc(Cl)c(S(=O)(=O)N)c2	1021

876   Clc1c(C2C(=C(NC(=C2C(=O)OC)C)C)C(=O)OCC)cccc1Cl	1023

879   c1(cc(c(cc1)C1(OCC(COc2ccc(cc2)N2CCN(CC2)C(=O)C)O1)Cn1ccnc1)Cl)Cl	

880   ClC(Cl)C(F)(F)OC	1028

890   Clc1ccc(C(=O)c2ccc(OC(C)(C)C(=O)OC(C)C)cc2)cc1	1039

891   C(=Cc1ccc(cc1O)C(=N)N)c1ccc(cc1)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O	

893   c1(N(CCCl)CCCl)ccc(cc1)C[C@@H](C(=O)O)N	

900   c1ccc2[nH]cc3c2c1[C@@H]1[C@@H](C3)N(C[C@@H](C1)C(=O)N[C@]1(C(=O)N2[C@@](O1)([C@H]1N(C(=O)[C@@H]2C)CCC1)O)C(C)C)C.OS(=O)(=O)C	

907   S(P(=O)(OCC)OCC)CC[N+](C)(C)C	1057

918   Clc1c(C2=NCC(=O)Nc3c2cc([N+](=O)[O-])cc3)cccc1	1068

927   C(P(=O)(O)O)(P(=O)(O)O)(C)O	

952   Clc1cc2nc3c(c(NC(CCCN(CC)CC)C)c2cc1)cc(OC)cc3	1103

953   Clc1cc([C@@H]2CC[C@H](NC)c3c2cccc3)ccc1Cl	1104

954   Clc1ccc(C2(CCC2)C(N(C)C)CC(C)C)cc1	1105

958   Clc1c(C(OCc2c(Cl)cc(Cl)cc2)Cn2ccnc2)ccc(Cl)c1	1110

962   Clc1ccc(C(CCN(C)C)c2ncccc2)cc1	1114

965   C1(=C(C(=O)c2c(C1=O)cccc2)O)[C@@H]1CC[C@H](CC1)c1ccc(cc1)Cl	

966   Ic1c(OCCN(CC)CC)c(I)cc(C(=O)c2c(oc3c2cccc3)CCCC)c1	1118

967   Clc1cc2S(=O)(=O)N=C(Nc2cc1)C	1119

970   Clc1c(C[N+](CCNC(=O)C(=O)NCC[N+](Cc2c(Cl)cccc2)(CC)CC)(CC)CC)cccc1	1122

975   Clc1c(C(OCc2ccc(Cl)cc2)Cn2ccnc2)ccc(Cl)c1	1127

979   Clc1ccc(NC(=N/C(=N/C(C)C)/N)N)cc1	1131

981   Clc1ccc(SC(P(=O)(O)O)P(=O)(O)O)cc1	1133

982   c12c(cc(c(c1OC)OC)OC)CC[N@+]([C@@H]2Cc1cc(c(c(c1)OC)OC)OC)(CCCOC(=O)CCC(=O)OCCC[N@@+]1([C@H](c2c(CC1)cc(c(c2OC)OC)OC)Cc1cc(c(c(c1)OC)OC)OC)C)C.[Cl-].[Cl-]	

990   S(P(=O)(O)O)CCNCCCN	1143

991   Clc1c(S(=O)(=O)N)cc(S(=O)(=O)N)cc1Cl	1144

994   Clc1c(c2noc(c2C(=O)N[C@H]2[C@H]3SC([C@@H](N3C2=O)C(=O)O)(C)C)C)cccc1	1147

996   Clc1cc(N2CCN(CC2)CCCn2nc(n(c2=O)CCOc2ccccc2)CC)ccc1	1149

999   Clc1c(C(OCc2c3c(sc2)c(Cl)ccc3)Cn2ccnc2)ccc(Cl)c1	1153

1002   Clc1cc(C(=O)C(NC(C)(C)C)C)ccc1	1156

1004   Brc1c(C[N+](CC)(C)C)cccc1	1158

1005   BrC(Cl)C(F)(F)F	

1006   O[C@@H]1[C@@H]([C@H]([C@H](O)C1)/C=C/[C@@H](O)CCCCC)C/C=C\CCCC(=O)O.OCC(N)(CO)CO	1160

1007   Clc1c(C(=O)OCCN(CC)CC)ccc(N)c1	1161

1009   [Ca+2].[Cl-].[Cl-]	

1012   Clc1c([C@@]2(O[C@H](CO2)COc2ccc(N3CCN(CC3)c3ccc(n4c(=O)n(nc4)C(CC)C)cc3)cc2)Cn2ncnc2)ccc(Cl)c1	1167

1016   Clc1ccc(C(=O)NCCN2CCOCC2)cc1	1171

1023   Clc1ccc(C2S(=O)(=O)CCC(=O)N2C)cc1	1178

1026   ClCCN1P(=O)(OCCC1)NCCCl	1181

1029   Clc1cc2[nH]c(=O)n(C3CCN(CC3)CCCn3c4c([nH]c3=O)cccc4)c2cc1	1184

1032   Ic1c(C(CCCCCCCCC(=O)OCC)C)cccc1	1187

1035   O1[C@@H]([C@H](O)[C@@H](O)[C@@H](O)[C@H]1C(C(C)Cl)NC(=O)[C@@H]1C[C@H](CN1C)CCC)SC	

1041   C1C[C@@H]([C@]2(CC[C@@H]3c4c(CC[C@H]3[C@H]12)cc(cc4)OC(=O)N(CCCl)CCCl)C)O	

1043   Clc1ccc(N2C(OC(=O)N3CCN(CC3)C)c3nccnc3C2=O)nc1	1198

1045   Brc1[nH]c2c3c(C4=C[C@@H](C(=O)N[C@@]5(O[C@]6(O)N([C@H](C(=O)N7[C@H]6CCC7)CC(C)C)C5=O)C(C)C)CN([C@@H]4Cc13)C)ccc2	1200

1051   ClCCN(N=O)C(=O)NC1CCCCC1	1206

1060   Clc1cc2c(n3c(nnc3)CN=C2c2ccccc2)cc1	3261

1063   Clc1c2cc(C(O)CCN(CCCC)CCCC)c3c(c2cc(Cl)c1)cc(cc3)C(F)(F)F	1218

1066   Clc1c(C2(NC)CCCCC2=O)cccc1	1221

1068   O=c1n(c(=O)n(c2nc[nH]c12)C)C.O=c1n(c(=O)n(c2nc[nH]c12)C)C.NCCN	1223

1076   Clc1cc(C(=O)NCCN(CC)CC)c(OC)cc1N	1233

1080   Brc1ccc(C(OCCN(C)C)c2ccccc2)cc1	1237

1081   Clc1c(N2CCN(CC2)CCCCOc2cc3NC(=O)CCc3cc2)cccc1Cl	1238

1082   c1cccc2c1C(=CCCN(C)C)c1c(S2)ccc(c1)Cl	

1085   Clc1cc2N(CCCN(C)C)c3c(CCc2cc1)cccc3	1242

1086   Clc1c2c(nccc2)c(O)c(Cl)c1	1243

1092   Ic1c(N(CC(O)CN(c2c(I)c(c(I)c(c2I)C(=O)NCC(O)CO)C(=O)NCC(O)CO)C(=O)C)C(=O)C)c(I)c(c(I)c1C(=O)NCC(O)CO)C(=O)NCC(O)CO	1249

1097   Clc1c(NC(=O)c2sc(Nc3nc(nc(N4CCN(CC4)CCO)c3)C)nc2)c(ccc1)C	1254

1100   Clc1cc(Nc2ncnc3c2cc(c2oc(CNCCS(=O)(=O)C)cc2)cc3)ccc1OCc1cc(F)ccc1	1259

1114   c1(c(cccc1Cl)F)Nc1ccc(cc1CC(=O)O)C	

1125   c12c(n(c(=O)n(c1=O)C)C)nc[n-]2.C[N+](CCO)(C)C	

1126   S(=O)(=O)(N(C[C@@H](OP(=O)(O)O)[C@@H](NC(=O)O[C@H]1CCOC1)Cc1ccccc1)CC(C)C)c1ccc(N)cc1	1319

1127   P(=O)(OCN1C(=O)C(NC1=O)(c1ccccc1)c1ccccc1)(O)O	1320

1129   Clc1cc2NC(N(S(=O)(=O)c2cc1S(=O)(=O)N)C)CSCC(F)(F)F	1324

1130   Clc1c(S(=O)(=O)N)cc2c(NC(NC2=O)CC)c1	1325

1144   CCC1(C(=O)NC(=O)NC1=O)c1ccccc1.COc1cc2c(ccnc2cc1)C(C1CC2CCN1CC2C=C)O	

1151   O=C1N(C(=O)NC(=O)C1(C1=CCCCC1)C)C	[NO NAME]

1156   Ic1c(N(CC(O)CO)C(=O)C)c(I)c(c(I)c1C(=O)NCC(O)CO)C(=O)NCC(O)CO	1362

1168   [Na+].OC(=O)[O-]	1390

1170   Clc1ccc(C(=O)NCCc2ccc(OC(C)(C)C(=O)O)cc2)cc1	1393

1174   c1ccc(c(c1)C(=O)[O-])O.c1ccc(c(c1)C(=O)[O-])O.[Mg+2]	

1177   C[N+](C)(C)CCO.c1ccc(c(c1)C(=O)[O-])O.c1ccc(c(c1)C(=O)[O-])O.[Mg+2].c1ccc(c(c1)C(=O)[O-])O	[NO NAME]

1180   Clc1cc(C(O)CNC(C)(C)C)cc(Cl)c1N	1407

1213   Cl.O=c1n(c(=O)n(c2ncn(CCNC(Cc3ccccc3)C)c12)C)C	1482

1214   Clc1cc2c(N(C(=O)C(OC(=O)N(C)C)N=C2c2ccccc2)C)cc1	1489

1216   Clc1cc2C(=NCC(=O)Nc2cc1)c1c(Cl)cccc1	1511

1218   Clc1cc2C(=NC(C(=O)Nc2cc1)C(=O)OCC)c1c(F)cccc1	1545

1221   Clc1c(C23OCCN2CC(=O)Nc2c3cc(Cl)cc2)cccc1	1553

1222   Brc1cc2c(NC(=O)CN=C2c2ncccc2)cc1	1558

1223   Clc1c(C2=NCC(=O)N(c3sc(cc23)CC)C)cccc1	1559

1224   ClC(Cl)(Cl)C(O)O	1563

1225   Clc1cc2c(N(C(=O)CN=C2c2c(F)cccc2)C)cc1	1567

1228   CC(=Nc1c(c(c(c(c1I)N(C)C(=O)C)I)C(=N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O)O)I)O	

1233   Ic1cc(C[C@H](N)C(=O)[O-])cc(I)c1Oc1cc(I)c(O)c(I)c1.Ic1cc(C[C@H](N)C(=O)[O-])cc(I)c1Oc1cc(I)c(O)cc1.[Na+].[Na+]	1583

1235   Clc1cc2C3(OC(=CC(=O)N3CC(=O)N(c2cc1)C)C)c1ccccc1	1587

1236   Clc1cc2c(N(CC3CC3)C(=O)CN=C2c2ccccc2)cc1	1588

1237   Clc1cc2c(N(CC(F)(F)F)C(=S)CN=C2c2c(F)cccc2)cc1	1589

1240   [Fe]	1592

1241   [Zn]	1593

1242   Clc1cc2c(N(CCC#N)C(=O)C(O)N=C2c2c(F)cccc2)cc1	1594

1258   Clc1cc2nccc(NC(CCCN(CCO)CC)C)c2cc1	1611

1270   Clc1cc2/C(=C\CCN3CCN(CC3)CCO)/c3c(Sc2cc1)cccc3	1624

1274   Clc1cc(c2ccc(S(=O)(=O)C)cc2)c(nc1)c1ccc(nc1)C	1628

1276   Clc1c(NC(=O)c2cc(OCC3CC3)c(OC(F)F)cc2)c(Cl)cnc1	1656

1277   CCCCCCCCCCCCCCCC[N+](C)(C)C	16A

1281   c1(cc2c(cc1)[C@@H]1C(=CC2)[C@H]2[C@](CC1)(C(=O)CC2)C)O	EQI

1284   c1(c(cc(cc1)C)O)C(C)C	Thymol

1287   C1C[C@@H](O)C[C@H]2C[C@@H](O)[C@@H]3[C@@H]([C@@]12C)C[C@H](O)[C@]1([C@H]3CC[C@@H]1[C@H](C)CCC(=O)O)C	CHD

1292   Cc1cc2c(cc1C)n(C[C@H](O)[C@H](O)[C@H](O)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc3c1ncnc3N)c1nc(=O)[nH]c(=O)c1n2	

1296   [Fe+3].[Cl-].OC(=O)CCc1/c/2=C/C3=N/C(=C\c4[n-]c(c(c4C)C=C)/C=C/4\N=C(/C=c(\[n-]2)/c1C)C(=C4C)C=C)/C(=C3CCC(=O)O)C	

1298   [C@H]1(CC[C@]2([C@@H](C1)CC[C@H]1[C@@H]3CC[C@H]([C@@H](CCC(=O)O)C)[C@@]3(C)[C@H](C[C@H]21)O)C)O	(3a,5b,12a)-3,12-dihydroxy-Cholan-24-oic acid.mol

1299   C(C(CO)(CO)N)O	Structure #1

1300   OC(=O)c1ccccc1	Benzoic acid

1306   CC(C(=O)O)O	Structure #1

1311   S=P(N1CC1)(N1CC1)N1CC1	

1315   Ic1c(NC(=O)CCCCC(=O)Nc2c(I)c(c(I)cc2I)C(=O)O)c(I)cc(I)c1C(=O)O	

1316   O(c1cc(ccc1NS(=O)(=O)C)[N+](=O)[O-])c1ccccc1	[NO NAME]

1320   Clc1c(C(O)(CCN(C)C)c2ccccc2)cccc1	4837

1322   [C@H]12[C@H](C(=O)C=C3[C@]1([C@@H]1[C@@H](C=C3Cl)[C@H]3[C@](CC1)([C@](CC3)(C(=O)C)OC(=O)C)C)C)C2	

1335   C1c2c([C@H](CNC1)C)cc(cc2)Cl	

1340   Clc1ccc(C(OC2CCN(CC2)CCCC(=O)O)c2ncccc2)cc1	

1345   Clc1cc2[C@@H](O[C@@H]3O[C@H]([C@H](O)[C@@](N)(C3)C)C)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC)CC(C)C)[C@H](O)c5cc(Cl)c(Oc6c(O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@H]([C@H](O)[C@@](NCc8ccc(cc8)c8ccc(Cl)cc8)(C7)C)C)CO)c(Oc1cc2)cc4c6)cc5)CC(=O)N)c1cc(c2c([C@H](NC3=O)C(=O)O)cc(O)cc2O)c(O)cc1	

1346   c1ccc(c(c1Cl)Cl)C1C(=C(NC(=C1C(=O)OCOC(=O)CCC)C)C)C(=O)OC	

1347   ClC(=CC1C(C1C(=O)OCc1cc(Oc2ccccc2)ccc1)(C)C)Cl	

1349   ClCC/C(=C(/c1ccc(OCCO)cc1)\c1ccccc1)/c1ccccc1	

1352   Clc1c(OC(C2=NCCN2)C)c(Cl)ccc1	

1357   O[C@@H](CNC1Cc2c(C1)cc(c(c2)CC)CC)c1c2c([nH]c(=O)cc2)c(O)cc1	[NO NAME]

1359   C1(CN(C1)C(=O)c1c(Nc2c(cc(cc2)I)F)c(F)c(F)cc1)(O)[C@@H]1CCCCN1	

1360   [Ag+].S(=O)(=O)([N-]c1ncccn1)c1ccc(N)cc1	

1362   [Ga+3].[O-][N+](=O)[O-].[O-][N+](=O)[O-].[O-][N+](=O)[O-]	

1366   c12c(Nc3c(cc(cc3)Br)F)ncnc1cc(c(c2)OC)OCC1CCN(CC1)C	

1367   [Cl](=O)[O-].[Cl](=O)[O-].[Cl](=O)[O-].[Cl](=O)[O-].O.O=O	

1369   Cc1cn(C2CC(C(COP(=S)(O)OC3CC(n4cc(C)c(nc4=O)O)OC3COP(=S)(O)OC3CC(n4cnc5c4[nH]c(=N)nc5O)OC3COP(=S)(O)OC3CC(n4cnc5c(N)ncnc45)OC3COP(=S)(O)OC3C(COP(=S)(O)OC4C(COP(=S)(O)OC5C(COP(=S)(O)OC6C(COP(=S)(O)OC7C(CO)OC(C7OCCOC)n7cnc8c7[nH]c(=N)nc8O)OC(C6OCCOC)n6cc(C)c(=N)nc6O)OC(C5OCCOC)n5cc(C)c(=N)nc5O)OC(C4OCCOC)n4cc(C)c(nc4=O)O)OC(C3OCCOC)n3cc(C)c(=N)nc3O)O2)OP(=S)(O)OCC2C(CC(n3cc(C)c(nc3=O)O)O2)OP(=S)(O)OCC2C(CC(n3cnc4c3[nH]c(=N)nc4O)O2)OP(=S)(O)OCC2C(CC(n3cc(C)c(=N)nc3O)O2)OP(=S)(O)OCC2C(CC(n3cc(C)c(nc3=O)O)O2)OP(=S)(O)OCC2C(CC(n3cc(C)c(nc3=O)O)O2)OP(=S)(O)OCC2C(CC(n3cc(C)c(=N)nc3O)O2)OP(=S)(O)OCC2C(C(C(n3cnc4c3[nH]c(=N)nc4O)O2)OCCOC)OP(=S)(O)OCC2C(C(C(n3cc(C)c(=N)nc3O)O2)OCCOC)OP(=S)(O)OCC2C(C(C(n3cnc4c(N)ncnc34)O2)OCCOC)OP(=S)(O)OCC2C(C(C(n3cc(C)c(=N)nc3O)O2)OCCOC)OP(=S)(O)OCC2C(C(C(n3cc(C)c(=N)nc3O)O2)OCCOC)O)c(nc1=N)O	

1370   [Na+].[Na+].[Na+].[Sb]12(O[C@H]([C@H]([C@H](O1)[C@H](O)CO)O2)C(=O)[O-])(O[Sb]12(O[C@H]([C@H]([C@H](O1)[C@H](O)CO)O2)C(=O)[O-])[O-])O.O.O.O.O.O.O.O.O.O	

1374   C1[C@H](CC[C@@H](C1)CCN1CCN(CC1)c1c(c(ccc1)Cl)Cl)NC(=O)N(C)C	

1375   Clc1cc2c(C3CCN(CC3)CCN3CCNC3=O)cn(c2cc1)c1ccc(F)cc1	

1380   Clc1c(n2nc(C(=O)NN3CCCCC3)c(c2c2ccc(Cl)cc2)C)ccc(Cl)c1	

1391   Clc1cc2[C@H](O)CCCN(c2cc1)C(=O)c1c(cc(NC(=O)c2c(cccc2)C)cc1)C	

1393   Clc1cc2C3C(CN(C3)C)c3c(Oc2cc1)cccc3.OC(=O)/C=C\C(=O)O	

1395   Clc1c2Oc3c(O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4NC(=O)CCCCCCCCC(C)C)C(=O)O)c4Oc5ccc(C[C@H]6NC(=O)[C@H](NC)c7cc(Oc8cc([C@H](NC6=O)C(=O)N[C@H](c(c3)c4)C(=O)N[C@@H]3c4cc(c6c(O[C@H]9O[C@@H]([C@@H](O)[C@H](O)[C@@H]9O)CO)cc(O)cc6C(NC(=O)[C@@H](NC3=O)[C@H](O)c(c1)cc2)C(=O)NCCCN(C)C)c(O)cc4)c(Cl)c(O)c8)c(O)cc7)cc5	

1396   C1N(C(=O)COC1)c1ccc(cc1)N1C(=O)O[C@H](C1)CNC(=O)c1sc(cc1)Cl	RIV

1397   c1cnc(nc1)CNC(=O)c1c(nc(nc1)N1CCC[C@H]1CO)NCc1cc(c(cc1)OC)Cl	

1399   C(P(=O)(O)O)(P(=O)(O)O)NC1CCCCCC1	

1404   Clc1c(onc1C)NS(=O)(=O)c1c(scc1)C(=O)Cc1c(cc2OCOc2c1)C	216235

1406   c1c(ccc(c1)[C@@H](c1ccccc1)N1CCN(CC1)CCOCC(=O)O)Cl	

1410   [C@H]1([C@H]([C@@H]([C@H]([C@@H](O1)c1cc(c(cc1)Cl)Cc1ccc(cc1)OCC)O)O)O)CO	

1413   C(CNCCCCCCCCCC)N[C@]1(C[C@@H](O[C@H]([C@H]1O)C)O[C@H]1[C@@H](O[C@@H]([C@H]([C@@H]1O)O)CO)Oc1c2cc3cc1Oc1c(Cl)cc([C@@H](O)[C@@H]4NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@@H](NC(=O)[C@@H]([C@@H](c3cc(c(O2)cc3)Cl)O)NC(=O)[C@@H](CC(C)C)NC)CC(=O)N)c2cc(c(cc2)O)c2c([C@@H](C(=O)O)NC4=O)cc(c(c2O)CNCP(=O)(O)O)O)cc1)C	

1418   c1(Oc2nc(Nc3ccc(cc3)C#N)nc(N)c2Br)c(C)cc(cc1C)C#N	65B

1420   c1(nc(c2c(n1)n(cn2)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(=O)(OP(=O)(C(P(=O)(O)O)(Cl)Cl)O)O)NCCSC)SCCC(F)(F)F	

1421   O=C(c1c2OCCc2c(N)c(Cl)c1)NC1CCN(CCCOC)CC1	

1423   [C@@H]12N(C(=C(CS1)Sc1scc(n1)c1cc[n+](cc1)C)C(=O)[O-])C(=O)[C@H]2NC(=O)/C(=N\OCC)/c1nsc(n1)NP(=O)(O)O	

1428   c1c(c(c2c(n1)cc(c(c2)OC)OCCCN1CCN(CC1)C)Nc1c(cc(c(c1)OC)Cl)Cl)C#N	

1433   o1c2c(cc(N3CCN(CC3)CCCCc3c4c([nH]c3)ccc(c4)C#N)cc2)cc1C(=O)N	[NO NAME]

1434   C(C/C=C\CCCCCCCC)CCCCCC(=O)O.OCCN	

1439   [C@H]1(CC[C@H]([C@H](O1)O[C@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)NC(=O)[C@H](CCN)O)O[C@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)N)O)CO)O)N)CN	ChEBI

1442   N1(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C)Cc2cc3c(cc2)cccc3)Cc2ccc(Cl)cc2)Cc2cnccc2)CO)Cc2ccc(NC(=O)[C@H]3NC(=O)NC(=O)C3)cc2)Cc2ccc(NC(=O)N)cc2)CC(C)C)CCCCNC(C)C)[C@H](C(=O)N[C@@H](C(=O)N)C)CCC1	

1446   N1([C@@H]([C@@H](CO)O)CO)CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3]	138068-37-8.mol

1447   c1cc(cc(c1)I)CN=C(N)N	

1448   c1ccc(cc1)C1(CCC(CC1)OP(=O)([O-])OCC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])c1ccccc1.[Gd+3].[Na+].[Na+].[Na+]	

1451   CCCCN(CCCC)CC(c1c2c3c(cc(cc3)Cl)/C(=C/c3ccc(cc3)Cl)/c2cc(c1)Cl)O	

1453   C1C[C@]([C@]2(CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@H]12)C)(C)O	[NO NAME]

1454   c1ccc2c(c1)cccc2CC1=NCCN1	Structure #1

1458   [K+].[I-]	

1459   P(=O)(OCOc1c(C(C)C)cccc1C(C)C)(O)O	

1460   P(=O)(O)(O)n1[nH]c(nc1=O)CN1[C@H]([C@H](OCC1)O[C@@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)C)c1ccc(F)cc1	219090

1462   [Al+3].[OH-].[OH-].[OH-]	

1463   [Ca+2].[O-]C(=O)[O-]	

1464   Clc1sc2c(S(=O)(=O)N(C(=C2O)C(=O)Nc2ncccc2)C)c1	

1470   [O-]C(=O)C[N+](C)(C)C	Betaine.mol

1471   [Mn+2]	

1474   C(=O)(C(C)O)[O-].[NH4+]	[NO NAME]

1475   c1c(ccc2c1nc(n2C)CCCC(=O)O)N(CCCl)CCCl	

1477   Fc1c(c(Cl)c2c(c1)c(=O)c(C(=O)O)cn2C1CC1)N1CCCC[C@@H](N)C1	

1483   C(C(CS)S)O	Structure #1

1484   [Fe+3].[Fe+3].[Fe+3].[Fe+3].N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N	

1485   c1ccc2c(c1)cc(cc2)C[C@@H](NC(=O)C)C(=O)N[C@@H](C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](C(=O)N)C)CCCCN=C(NCC)NCC)CCCCN=C(NCC)NCC)CO)Cc1ccc(cc1)Cl	

1486   C1C(=O)C=C2[C@](C1)([C@@]1([C@@H](CC2)[C@H]2[C@@](C[C@@H]1O)(C)[C@]1([C@@H](C2)OC(O1)(C)C)C(=O)CCl)F)C	

1488   CCN=C([C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)N=C([C@H](CC(C)C)N=C([C@@H](Cc1cn(Cc2ccccc2)cn1)N=C([C@H](Cc1ccc(cc1)O)N=C([C@H](CO)N=C([C@H](Cc1c[nH]c2ccccc12)N=C([C@H](Cc1cnc[nH]1)N=C([C@@H]1CCC(=N1)O)O)O)O)O)O)O)O)O.CC(=O)O.CC(=O)O	

1491   [La+3].[La+3].[O-]C(=O)[O-].[O-]C(=O)[O-].[O-]C(=O)[O-]	

1493   Clc1c(NC(=O)C(=O)O)cc(cc1NC(=O)C(=O)O)C#N	

1495   Cc1c(c(cc(COP(=O)(O)O)n1)CN(CCN(Cc1cc(COP(=O)(O)O)nc(C)c1O)CC(=O)[O-])CC(=O)[O-])O.[Mn+2]	

1499   c1cc(c(cc1[N+](=O)[O-])Cl)NC(=O)c1c(ccc(c1)Cl)O	

1507   c1c(cccc1)CCCC(=O)[O-].[Na+]	

1508   c1cc(ccc1CSC(Cn1ccnc1)c1c(cc(cc1)Cl)Cl)Cl	

1514   c1(c(NC(=O)/C=C/c2cc(c(cc2)OC)OC)cccc1)C(=O)O	D27

1515   CCC(=O)NS(=O)(=O)c1ccc(cc1)c1c(onc1c1ccccc1)C	PXB

1516   O(c1c(cc(cc1)Cl)Cl)c1c(cc(cc1)Cl)O	

1517   C(=O)(N(c1ccc(cc1)O)C)C(Cl)Cl	

1523   Clc1ccc(CN(CCN(C)C)c2ncccc2)cc1	25295

1530   Clc1c(OCC(O)CNC(C)(C)C)cc(cc1)C	2475

